Kode,Tekst
DT53,Forgiftning med halogenderivater af alifatiske og aromatiske hydrocarboner
DT530,Tetraklorkulstofforgiftning
DT531,Kloroformforgiftning
DT532,Triklorætylenforgiftning
DT533,Tetraklorætylenforgiftning
DT533A,Perklorætylenforgiftning
DT533B,Tetraklorætenforgiftning
DT534,Diklormetanforgiftning
DT534A,Metylenkloridforgiftning
DT535,Klorfluorkarbonforgiftning
DT535A,Freonforgiftning
DT536,Forgiftning med andet halogenderivat af alifatisk hydrocarbon
DT537,Forgiftning med andet halogenderivat af aromatisk hydrocarbon
DT539,Forgiftning med halogenderivat af alifatisk eller aromatisk hydrocarbon UNS
DT54,Forgiftning med ætsende substanser
DT540,Forgiftning med fenol eller fenolhomologer
DT540A,Fenolforgiftning
DT540B,Fenolhomologforgiftning
DT541,Forgiftning med anden ætsende organisk substans
DT542,Forgiftning med ætsende syre eller syrelignende substans
DT542A,Saltsyreforgiftning
DT542B,Svovlsyreforgiftning
DT543,Forgiftning med ætsende base eller baselignende substans
DT543A,Kaliumhydroxidforgiftning
DT543B,Natriumhydroxidforgiftning
DT549,Forgiftning med ætsende substans UNS
DT55,Forgiftning med sæbe og rengøringsmidler
DT559,Forgiftning med sæbe eller detergentium
DT559A,Detergentiumforgiftning
DT559B,Sæbeforgiftning
DT56,Forgiftning med metaller
DT560,Blyforgiftning
DT561,Kviksølvforgiftning
DT562,Kromforgiftning
DT563,Kadmiumforgiftning
DT564,Kobberforgiftning
DT565,Zinkforgiftning
DT566,Tinforgiftning
DT567,Berylliumforgiftning
DT568,Forgiftning med andet metal
DT568A,Talliumforgiftning
DT569,Forgiftning med metal UNS
DT57,Forgiftning med andre uorganiske substanser
DT570,Arsenikforgiftning
DT571,Fosforforgiftning
DT572,Manganforgiftning
DT573,Blåsyreforgiftning
DT578,Forgiftning med anden uorganisk substans
DT579,Forgiftning med uorganisk substans UNS
DT58,Forgiftning med kulilte
DT589,Kulilteforgiftning
DT59,"Forgiftning med andre gasarter, røg og dampe"
DT590,Nitrogenoxidforgiftning
DT591,Svovldioxidforgiftning
DT592,Formaldehydforgiftning
DT593,Tåregasforgiftning
DT594,Klorgasforgiftning
DT595,Fluorgas- eller hydrogenfluorgasforgiftning
DT596,Hydrogensulfidforgiftning
DT597,Kultveilteforgiftning
DT598,"Forgiftning med anden gasart, røg eller damp"
DT599,"Forgiftning med gasart, røg eller damp UNS"
DT599B,Røgforgiftning UNS
DT60,Forgiftning med pesticider
DT600,Forgiftning med organisk fosfat- eller karbamatholdigt insekticid
DT601,Forgiftning med halogeneret insekticid
DT602,Forgiftning med andet insekticid
DT602A,Insekticidforgiftning UNS
DT603,Forgiftning med herbicid eller fungicid
DT604,Rodenticidforgiftning
DT608,Forgiftning med andet pesticid
DT609,Pesticidforgiftning UNS
DT61,Forgiftning med giftige bestanddele i madvarer fra havet
DT610,Ciguaterafiskeforgiftning
DT611,Makrelforgiftning
DT612,Forgiftning med anden fisk eller skaldyr
DT612A,Fiskeforgiftning UNS
DT612B,Skaldyrforgiftning
DT618,Forgiftning med anden madvare fra havet
DT619,"Forgiftning med fisk, skaldyr eller madvare fra havet UNS"
DT62,Forgiftning med andre giftige bestanddele i madvarer
DT620,Svampeforgiftning
DT621,Bærforgiftning
DT622,Forgiftning med anden indtaget plantedel
DT622A,Planteforgiftning UNS
DT628,Forgiftning med anden indtaget specificeret bestanddel i maden
DT629,Madforgiftning UNS
DT63,Skadelig virkning ved kontakt med giftige dyr
DT630,Giftigt slangebid
DT631,Giftigt krybdyrsbid
DT632,Giftigt skorpionbid
DT633,Giftigt edderkoppebid
DT634,Skadelig virkning ved kontakt med andet giftigt leddyr
DT634A,Bistik
DT634B,Hvepsestik
DT634C,Giftigt insektbid eller insektstik UNS
DT634E,Kraftig lokalreaktion efter insektbid eller insektstik
DT634F,Anafylaktisk shock efter insektbid eller insektstik
DT634G,Systemisk allergisk reaktion efter insektbid eller insektstik
DT635,Skadelig virkning forårsaget af kontakt med fisk
DT636,Skadelig virkning forårsaget af kontakt med andet havdyr
DT636A,Skadelig virkning forårsaget af kontakt med brandmand
DT636B,Skadelig virkning forårsaget af kontakt med havdyr UNS
DT636C,Skadelig virkning forårsaget af kontakt med musling
DT636D,Skadelig virkning forårsaget af kontakt med gople
DT638,Skadelig virkning forårsaget af kontakt med andet giftigt dyr
DT639,Skadelig virkning forårsaget af kontakt med giftigt dyr UNS
DT64,Skadelig virkning af aflatoksin og andre svampegifte i madvarer
DT641,Alimentær aflatoksinforgiftning
DT641A,Intoksikation med aflatoksin efter inhalation
DT649,Skadelig virkning af andet mykotoksin i madvarer
DT65,Forgiftning med andre og ikke specificerede substanser
DT650,Cyanidforgiftning
DT651,Strykninforgiftning
DT652,Forgiftning med tobak eller nikotin
DT652A,Nikotinforgiftning
DT653,Forgiftning med nitro- eller aminoderivater af benzen eller benzenhomologer
DT653C,Anilinforgiftning
DT653D,Nitrobenzenforgiftning
DT654,Kulstofdisulfidforgiftning
DT655,Nitroglycerinforgiftning
DT656,Forgiftning med maling eller farver IKA
DT658,Forgiftning med anden substans
DT658A,Forgiftning med ricintoksin
DT658C,Styrenforgiftning
DT659,Forgiftning UNS
,Andre skadelige påvirkninger [DT66-DT78]
DT66,Skade forårsaget af stråling
DT669,Stråleskade UNS
DT669A,"Fibrose eller ardannelse i kar, binde- eller støttevæv som følge af stråling"
DT669B,"Nekrose i kar, binde- eller støttevæv som følge af stråling"
DT67,Skade forårsaget af varme og lys
DT670,Hedeslag og solstik
DT670A,Hedeslag
DT670B,Solstik
DT671,Besvimelse forårsaget af varme
DT672,Krampe forårsaget af varme
DT673,Varmeudmattelse forårsaget af væsketab uden salttab
DT674,Varmeudmattelse forårsaget af salttab
DT675,Udmattelse ved varme UNS
DT676,Forbigående udmattelse forårsaget af varme
DT677,Ødem forårsaget af varme
DT678,Anden påvirkning af varme og lys
DT679,Påvirkning af varme og lys UNS
DT68,Påvirkning af nedsat temperatur
DT689,Accidentel hypotermi
DT69,Andre virkninger af nedsat temperatur
DT690,Nedkøling af hånd eller fod
DT691,Pernio
DT698,Anden virkning af nedsat temperatur
DT699,Virkning af nedsat temperatur UNS
DT70,Skadelig virkning af lufttryk og vandtryk
DT700,Tryklæsion af øre UNS
DT7001,Tryklæsion i ydre øre
DT7002,Tryklæsion i mellemøre
DT70020,Tryklæsion i mellemøre TEED 0
DT70021,Tryklæsion i mellemøre TEED 1
DT70022,Tryklæsion i mellemøre TEED 2
DT70023,Tryklæsion i mellemøre TEED 3
DT70024,Tryklæsion i mellemøre TEED 4
DT70025,Tryklæsion i mellemøre TEED 5
DT7003,Tryklæsion i indre øre
DT701,Tryklæsion i bihule
DT702,Anden eller ikke specificeret virkning af ophold i stor højde
DT703,Dykkersyge
DT7031,"Dykkersyge, udvikling ikke specificeret"
DT7031A,Langsomt progredierende dykkersyge
DT7031B,Hurtigt progredierende dykkersyge
DT7031C,Statisk dykkersyge
DT7031D,Dykkersyge med spontan bedring
DT7031E,Dykkersyge med tilbagefald før behandling
DT7031F,Dykkersyge med tilbagefald under behandling
DT7031G,Dykkersyge med tilbagefald efter behandling
DT7032,Dykkersyge med specificerede symtomer
DT7032A,Dykkersyge med artikulære smerter
DT7032B,Dykkersyge med limb-girdle-smerter
DT7032C,Dykkersyge med neurologiske symptomer
DT7032D,Dykkersyge med audiovestibulære symptomer
DT7032E,Dykkersyge med pulmonale symptomer
DT7032F,Dykkersyge med kutane symptomer
DT7032G,Dykkersyge med med lymfatiske symptomer
DT7032H,Dykkersyge med konstitutionelle symptomer
DT7032I,Dykkersyge med multiorgansymptomer
DT7033,Dykkersyge med oplysning om forløb
DT7033A,Dykkersyge med symptomdebut inden 30 minutter
DT7033B,Dykkersyge med symptomdebut efter ½ til 6 timer
DT7033C,Dykkersyge med symptomdebut efter mere end 6 timer
DT7033D,Dykkersyge med tegn på pulmonalt barotraume
DT7034,Dykkersyge med beskrevet behandlingsresultat
DT7034A,Dykkersyge med symptomer svundet på behandling
DT7034B,Dykkersyge i regression på behandling
DT7034C,"Dykkersyge, uændret trods behandling"
DT7035,Dykkersyge uden angivelse af undersøgelsesresultater
DT7039,Følger efter dykkersyge
DT7039A,Dykkersyge med subjektive restsymptomer i regression
DT7039B,Dykkersyge med objektive restsymptomer i regression
DT7039C,Følger efter dykkersyge med stationære restsymptomer
DT704,Påvirkning fra højt vandtryk
DT708,Anden virkning fra lufttryk eller vandtryk
DT708A,Eksplosionslæsion
DT709,Virkning af lufttryk eller vandtryk UNS
DT71,Kvælning
DT719,Asfyksi
DT719A,Asfyksi forårsaget af strangulation ved hængning
DT719B,Asfyksi forårsaget af strangulation ved omsnøring
DT719C,Asfyksi som følge af mekanisk kvælning
DT73,Skadevirkning af andre mangelsituationer
DT730,Sult
DT731,Tørst
DT732,Udmattelse efter ydre påvirkning
DT733,Udmattelse efter fysisk overanstrengelse
DT738,Anden skadevirkning af mangelsituation
DT739,Skadevirkning af mangelsituation UNS
DT74,Mishandlingssyndromer
DT740,Omsorgssvigt
DT740A,Misrøgt af barn
DT741,Fysisk mishandling
DT741A,Battered child-syndrom
DT741B,Battered spouse-syndrom
DT742,Seksuelt overgreb
DT743,Psykisk mishandling
DT748,Andet mishandlingssyndrom
DT748A,Münchhausen by proxy
DT749,Mishandlingssyndrom UNS
DT75,Andre ydre påvirkninger
DT750,Skadevirkning af lynnedslag
DT751,Drukning eller nær-drukning
DT751A,Asfyksi som følge af nær-drukning
DT752,Vibrationsskade
DT752A,Traumatisk vasospastisk syndrom
DT753,Transportsyge
DT754,Skadevirkning af elektrisk strøm
DT754A,Shock ved elektisk stød
DT758,Anden skade af ydre påvirkning
DT758A,Gravitationsskade
DT758B,Vægtløshedsskade
DT759,Skade ved ydre påvirkning UNS
DT78,Visse bivirkninger IKA
DT780,Anafylaktisk shock forårsaget af fødevareallergi eller -intolerans
DT780A,Anafylaktisk shock forårsaget af fødevareallergi
DT780B,Anafylaktisk shock forårsaget af fødevarentolerans
DT781,Anden fødevarereaktion IKA
DT781A,Ikke-allergisk fødevarereaktion UNS
DT781B,Allergisk fødevarereaktion UNS
DT781C,Fødevareintolerance UNS
DT782,Anafylaktisk shock UNS
DT782A,Anstrengelsesudløst anafylaktisk shock
DT783,Quinkes ødem
DT784,Allergi UNS
DT788,Anden bivirkning IKA
DT788A,Anstrengelsesudløst anafylaksi
DT789,Bivirkning UNS
,Visse tidlige komplikationer til beskadigelse [DT79-DT79]
DT79,Visse tidlige komplikationer til skade ved ydre påvirkning IKA
DT790,Traumatisk luftemboli
DT791,Traumatisk fedtemboli
DT792,Sekundær eller recidiverende traumatisk blødning
DT792A,Recidiverende traumatisk blødning
DT792B,Sekundær traumatisk blødning
DT793,Posttraumatisk sårinfektion IKA
DT794,Traumatisk shock
DT795,Posttraumatisk anuri
DT795B,Kompressionssyndrom
DT796,Traumatisk muskeliskæmi
DT796A,Volkmanns kontraktur
DT796B,Posttraumatisk dystrofi
DT796C,Paralysis ischaemica Volkmann
DT796D,Traumatisk rhabdomyolyse
DT796E,Traumatisk kompartmentssyndrom
DT797,Traumatisk subkutant emfysem
DT798,Anden tidlig komplikation til skade ved ydre påvirkning
DT799,Posttraumatisk komplikation UNS
,Komplikationer til kirurgisk og medicinsk behandling IKA [DT80-DT89]
DT80,"Komplikationer efter infusion, transfusion og injektion"
DT800,"Luftemboli efter infusion, transfusion eller injektion"
DT801,"Karkomplikation efter infusion, transfusion eller injektion"
DT802,"Infektion efter infusion, transfusion eller injektion"
DT802A,"Infektion efter infusion, transfusion eller injektion UNS"
DT802D,"Sepsis efter infusion, transfusion eller injektion"
DT802D1,CVK-relateret sepsis
DT802D2,CVK-relateret bakteriæmi (CLABSI)
DT802G,CVK-relateret infektion
DT803,AB0-uforligelighedsreaktion ved transfusion
DT804,Rhesusuforligelighedsreaktion ved transfusion
DT805,Anafylaktisk shock ved indgift af serum
DT806,Anden reaktion på serum
DT808,"Anden komplikation efter infusion, transfusion eller injektion"
DT808A,Hæmoglobinæmi efter transfusion
DT808B,Hæmosiderose efter transfusion
DT808C,Komplikation efter spinal eller epidural anæstesi UNS
DT808E,Ekstravasation af kemoterapeutikum
DT809,"Komplikation efter infusion, transfusion eller injektion UNS"
DT81,Komplikationer til indgreb IKA
DT810,Postoperativ blødning eller hæmatom IKA
DT810A,Hæmatom i cicatrice
DT810B,Overfladisk hæmatom eller blødning i operationssår
DT810C,Dybt hæmatom eller blødning i operationssår
DT810E,Postoperativ intraperitonal blødning eller hæmatom
DT810F,Postoperativ supravaginal blødning eller hæmatom
DT810G,Postoperativ blødning UNS
DT810H,Postoperativt hæmatom UNS
DT810I,Blæretamponade
DT810J,Blødning som følge af endoskopi
DT810J1,Blødning som følge af koloskopi
DT810K,Blødning fra biopsisted
DT811,Shock ved indgreb IKA
DT811A,Postoperativ kollaps UNS
DT811B,Hypovolæmisk kirurgisk shock
DT812,Utilsigtet peroperativ punktur eller læsion IKA
DT812A,Utilsigtet peroperativ læsion IKA
DT812B,Utilsigtet peroperativ punktur IKA
DT812G,Utilsigtet peroperativ punktur eller læsion af gastrointestinalkanalen
DT812G1,Utilsigtet peroperativ punktur eller læsion af tarmen ved koloskopi
DT812H,Utilsigtet peroperativ punktur eller læsion af kvindeligt kønsorgan
DT812H1,Utilsigtet peroperativ perforation af uterus ved resektion
DT812K,Utilsigtet peroperativ punktur eller læsion af kar eller lymfesystem
DT812N,Utilsigtet peroperativ læsion af nerve
DT812O,Utilsigtet peroperativ læsion af led eller bløddele
DT812T,Utilsigtet pneumothorax ved punktur
DT812U,Utilsigtet peroperativ punktur eller læsion af urinveje
DT812UA,Utilsigtet peroperativ punktur eller læsion af nyre
DT812UB,Utilsigtet peroperativ punktur eller læsion af nyrebækken
DT812UC,Utilsigtet peroperativ punktur eller læsion af urinleder
DT812UD,Utilsigtet peroperativ punktur eller læsion af urinblære
DT812UE,Utilsigtet peroperativ punktur eller læsion af urinrør
DT812V,Utilsigtet peroperativ læsion af organ med samtidig intervention
DT812W,Utilsigtet peroperativ læsion af organ uden samtidig intervention
DT812X,Utilsigtet peroperativ læsion af retina
DT813,Postoperativ sårruptur IKA
DT813A,Anastomoselækage
DT813A1,"Anastomoselækage, anastomose bevaret"
DT813A2,"Anastomoselækage, anastomose nedbrudt"
DT813C,Overfladisk bristning eller nekrose af operationssår
DT813D,Dyb bristning af operationssår
DT813G,Postoperativ komplikation ved anastomose eller stoma i gastrointestinalkanalen
DT813O,Frakturskred eller pseudoartrose efter reposition med eller uden fiksation
DT813O1,Frakturskred efter reposition uden fiksation
DT813O2,Frakturskred efter reposition med fiksation
DT813S,Sutur sprunget op
DT813T,Postoperativ komplikation ved operation på thorax eller lunger
DT813U,Postoperativ komplikation ved anastomose eller stoma i urinvejene
DT814,Infektion efter indgreb IKA
DT814A,Absces i operationscicatrice
DT814B,Postoperativ intraabdominal absces
DT814C,Postoperativ subfrenisk absces
DT814D,Postoperativ sepsis
DT814E,Postoperativt sårgranulom
DT814F,Postoperativ sårinfektion
DT814G,Postoperativ overfladisk sårinfektion
DT814H,Postoperativ dyb sårinfektion
DT814I,Postoperativ intraabdominal infektion UNS
DT814J,Postoperativ retroperitoneal infektion
DT814P,Postoperativ pneumoni
DT814P1,Postoperativ aspirationspneumoni
DT814U,Postoperativ urinvejsinfektion
DT814X,Anden postoperativ infektion
DT815,Fremmedlegeme utilsigtet efterladt i operationsfelt
DT816,Reaktion mod fremmedlegeme utilsigtet efterladt i operationsfelt
DT816A,"Peritonitis (aseptisk, kemisk) forårsaget af fremmedlegeme utilsigtet efterladt i operationsfelt"
DT817,Karkomplikation efter indgreb IKA
DT817A,Postoperativ luftemboli IKA
DT817B,Tromboembolisk komplikation IKA
DT817B1,Postoperativ arteriel emboli eller trombose
DT817C,Postoperativ dyb venetrombose
DT817D,Postoperativ lungeemboli
DT817E,Postoperativ lymphocele
DT817E1,Lymphocele efter nyretransplantation
DT817E2,Lymphocele efter karoperation
DT817E3,Lymphocele efter eksstirpation af lymfeknude
DT817K,"Trombose, emboli eller nekrose efter karoperation"
DT817X,Anden kirurgisk komplikation til indgreb IKA
DT817Y,Anden medicinsk komplikation til indgreb IKA
DT817Y1,Postoperativ apoplexia cerebri
DT817Y2,Postoperativt akut myokardieinfarkt
DT817Y3,Postoperativ hjerteinsufficiens
DT817Y4,Postoperativ nyreinsufficiens
DT818,Anden komplikation til indgreb IKA
DT818A,Postoperativt subkutant emfysem
DT818B,Fistel i cicatrice
DT818C,Permanent postoperativ fistel
DT818D,Siven af fostervand efter amniocentese
DT818E,Postoperativ temperaturforhøjelse
DT818F,Peroperativ blødning UNS
DT818G,Postoperative sammenvoksninger i næsehulen
DT818H,Tabt linsemateriale
DT818J,Postoperative kroniske smerter
DT818J1,Postoperative kroniske smerter efter gynækologisk operation
DT819,Komplikation til indgreb UNS
DT82,"Komplikationer til proteser, implantater og transplantater i hjerte og kar"
DT820,Mekanisk komplikation til hjerteklapprotese
DT820A,Insufficiens af hjerteklapprotese
DT820B,Luksation af hjerteklapprotese
DT820C,Stenose i hjerteklapprotese
DT821,Mekanisk komplikation til pacemaker
DT822,Mekanisk komplikation til koronar bypass
DT822A,Stenose i koronar bypass
DT823,Mekanisk komplikation til anden karprotese eller -transplantat
DT823A,Mekanisk komplikation til aortaprotese eller -transplantat
DT823B,Mekanisk komplikation til carotisprotese eller -transplantat
DT823C,Mekanisk komplikation til arteria femoralis-protese eller -transplantat
DT823D,Akut koronar stent-trombose
DT823E,Koronar stent-restenose
DT824,Kateterkomplikation ved hæmodialyse
DT825,Mekanisk komplikation til andet implantat eller transplantat i hjerte eller kar
